,time,latitude,longitude
4350,2019-03-15 23:30:15.833,-158354887,-480461477
4351,2019-03-15 23:32:15.066,-158354887,-480461477
4352,2019-03-15 23:34:24.392,-158354927,-480461617
4353,2019-03-15 23:36:39.330,-158354688,-480461532
4354,2019-03-15 23:40:46.784,-158354718,-480461514
4355,2019-03-15 23:46:18.355,-158354822,-480461791
4356,2019-03-15 23:53:12.670,-158358699,-480463415
4357,2019-03-15 23:55:17.039,-158353414,-480465203
4358,2019-03-15 23:57:18.977,-158354902,-480461692
4359,2019-03-15 23:57:26.785,-158354763,-480461517
4360,2019-03-16 00:05:00.999,-158354890,-480461713
4361,2019-03-16 00:11:32.679,-158354756,-480461682
4362,2019-03-16 00:17:51.770,-158354803,-480461494
4363,2019-03-16 00:19:51.804,-158354789,-480461109
4364,2019-03-16 00:21:52.810,-158354769,-480461486
4365,2019-03-16 00:24:05.358,-158354936,-480461590
4366,2019-03-16 00:26:06.372,-158354801,-480461510
4367,2019-03-16 00:28:06.474,-158354807,-480461507
4368,2019-03-16 00:32:07.549,-158354847,-480461578
4369,2019-03-16 00:37:12.269,-158354740,-480461474
4370,2019-03-16 00:45:29.370,-158354857,-480461769
4371,2019-03-16 00:50:38.345,-158354897,-480461460
4372,2019-03-16 01:01:50.650,-158354846,-480461359
4373,2019-03-16 01:03:50.679,-158354918,-480461952
4374,2019-03-16 01:05:53.172,-158346422,-480468931
4375,2019-03-16 01:07:54.323,-158352581,-480481001
4376,2019-03-16 01:09:59.262,-158352087,-480483125
4377,2019-03-16 01:12:00.062,-158354054,-480501510
4378,2019-03-16 01:14:01.043,-158344775,-480494235
4379,2019-03-16 01:16:11.989,-158326509,-480533417
4380,2019-03-16 01:18:14.132,-158324843,-480528261
4381,2019-03-16 01:20:14.065,-158323666,-480532268
4382,2019-03-16 01:22:16.118,-158361827,-480557063
4383,2019-03-16 01:24:17.052,-158361827,-480557063
4384,2019-03-16 01:26:26.068,-158361827,-480557063
4385,2019-03-16 01:28:30.835,-158336839,-480575660
4386,2019-03-16 01:30:34.114,-158353746,-480560163
4387,2019-03-16 01:32:35.069,-158361827,-480557063
4388,2019-03-16 01:34:46.078,-158333927,-480550864
4389,2019-03-16 01:36:47.064,-158323666,-480532268
4390,2019-03-16 01:38:49.064,-158323666,-480532268
4391,2019-03-16 01:40:50.082,-158361827,-480557063
4392,2019-03-16 01:42:52.045,-158361827,-480557063
4393,2019-03-16 01:44:53.070,-158361827,-480557063
4394,2019-03-16 01:46:55.083,-158361827,-480557063
4395,2019-03-16 01:51:07.618,-158323666,-480532268
4396,2019-03-16 01:56:25.759,-158330259,-480547765
4397,2019-03-16 01:58:27.045,-158323666,-480532268
4398,2019-03-16 01:59:40.778,-158361827,-480557063
4399,2019-03-16 02:01:52.032,-158317751,-480569461
4400,2019-03-16 02:02:09.000,-158331550,-480545950
4401,2019-03-16 02:02:23.742,-158331650,-480545833
4402,2019-03-16 02:02:40.000,-158331633,-480545850
4403,2019-03-16 02:02:56.000,-158331633,-480545850
4404,2019-03-16 02:03:11.000,-158331633,-480545850
4405,2019-03-16 02:03:27.000,-158331633,-480545850
4406,2019-03-16 02:03:49.000,-158331550,-480546000
4407,2019-03-16 02:04:04.000,-158331550,-480545983
4408,2019-03-16 02:04:20.000,-158331550,-480545983
4409,2019-03-16 02:05:37.069,-158325476,-480539454
4410,2019-03-16 02:09:01.162,-158325132,-480541873
4411,2019-03-16 02:12:27.120,-158322773,-480551650
4412,2019-03-16 02:14:29.057,-158323666,-480532268
4413,2019-03-16 02:16:31.164,-158326610,-480543921
4414,2019-03-16 02:18:33.039,-158327477,-480543883
4415,2019-03-16 02:20:34.057,-158343475,-480480008
4416,2019-03-16 02:22:35.269,-158309182,-480349340
4417,2019-03-16 02:24:36.046,-158230486,-480249612
4418,2019-03-16 02:26:36.246,-158230486,-480249612
4419,2019-03-16 02:28:39.064,-158230486,-480249612
4420,2019-03-16 02:30:52.458,-158230486,-480249612
4421,2019-03-16 02:32:56.120,-157820860,-479997295
4422,2019-03-16 02:34:56.079,-157820860,-479997295
4423,2019-03-16 02:36:58.234,-157815260,-480012836
4424,2020-11-13 16:45:43.480,-157924148,-480058277
4425,2020-11-13 16:46:00.000,-157814665,-480014363
4426,2020-11-13 16:46:16.000,-157815018,-480013559
4427,2020-11-13 16:46:32.000,-157814953,-480012810
4428,2020-11-13 16:48:46.168,-157814953,-480012810
4429,2020-11-13 16:50:46.266,-157814953,-480012810
4430,2020-11-13 16:52:46.383,-157814953,-480012810
4431,2020-11-13 16:54:46.425,-157814953,-480012810
4432,2020-11-13 16:55:05.168,-157814953,-480012810
4433,2020-11-13 16:56:46.449,-157814953,-480012810
4434,2020-11-13 17:15:12.816,-157815429,-480012881
4435,2020-11-13 17:24:50.259,-157815441,-480012837
4436,2020-11-13 17:33:32.737,-157815441,-480012837
4437,2020-11-13 17:35:34.208,-157815453,-480012877
4438,2020-11-13 17:37:34.290,-157815453,-480012877
4439,2020-11-13 17:38:03.518,-157815453,-480012877
4440,2020-11-13 17:38:27.692,-157815453,-480012877
4441,2020-11-13 17:39:34.322,-157815453,-480012877
4442,2020-11-13 17:41:15.881,-157815453,-480012877
4443,2020-11-13 17:41:34.347,-157815453,-480012877
4444,2020-11-13 17:45:47.714,-157815453,-480012877
4445,2020-11-13 17:47:47.735,-157815453,-480012877
4446,2020-11-13 17:49:47.763,-157815453,-480012877
4447,2020-11-13 17:51:47.787,-157815453,-480012877
4448,2020-11-13 17:53:47.810,-157815453,-480012877
4449,2020-11-13 17:55:47.830,-157815453,-480012877
4450,2020-11-13 17:57:47.852,-157815453,-480012877
4451,2020-11-13 17:59:22.671,-157815453,-480012877
4452,2020-11-13 17:59:47.868,-157815453,-480012877
4453,2020-11-13 18:00:55.911,-157815453,-480012877
4454,2020-11-13 18:01:16.412,-157815453,-480012877
4455,2020-11-13 18:04:50.696,-157815453,-480012877
4456,2020-11-13 18:06:50.749,-157815453,-480012877
4457,2020-11-13 18:21:15.105,-157815437,-480012879
4458,2020-11-13 18:21:47.398,-157815437,-480012881
4459,2020-11-13 18:23:52.697,-157815437,-480012881
4460,2020-11-13 18:25:52.759,-157815437,-480012881
4461,2020-11-13 18:27:52.812,-157815437,-480012881
4462,2020-11-13 18:29:52.892,-157815437,-480012881
4463,2020-11-13 18:31:52.956,-157815437,-480012881
4464,2020-11-13 18:35:08.250,-157815437,-480012881
4465,2020-11-13 18:37:18.474,-157815437,-480012881
4466,2020-11-13 18:39:47.872,-157815437,-480012881
4467,2020-11-13 18:41:58.172,-157815437,-480012881
4468,2020-11-13 18:45:16.553,-157815437,-480012881
4469,2020-11-13 18:47:33.257,-157815437,-480012881
4470,2020-11-13 18:50:35.200,-157815437,-480012881
4471,2020-11-13 18:52:48.256,-157815437,-480012881
4472,2020-11-13 18:56:02.275,-157815437,-480012881
4473,2020-11-13 18:58:02.363,-157815437,-480012881
4474,2020-11-13 19:00:12.587,-157815437,-480012881
4475,2020-11-13 19:02:57.179,-157815437,-480012881
4476,2020-11-13 19:05:55.443,-157815437,-480012881
4477,2020-11-13 19:07:55.497,-157815437,-480012881
4478,2020-11-13 19:10:34.233,-157815437,-480012881
4479,2020-11-13 19:15:53.224,-157815437,-480012881
4480,2020-11-13 19:16:50.686,-157815108,-480012905
4481,2020-11-13 19:18:50.840,-157815108,-480012905
4482,2020-11-13 19:20:50.922,-157815108,-480012905
4483,2020-11-13 19:22:50.993,-157815108,-480012905
4484,2020-11-13 19:59:22.228,-157815108,-480012905
4485,2020-11-13 20:18:54.090,-157815520,-480012881
4486,2020-11-13 20:28:26.390,-157815520,-480012881
4487,2020-11-13 20:30:34.234,-157815520,-480012881
4488,2020-11-13 21:10:18.237,-157815520,-480012881
4489,2020-11-13 21:13:00.346,-157815520,-480012881
4490,2020-11-13 21:15:00.385,-157815520,-480012881
4491,2020-11-13 21:18:28.069,-157815285,-480012860
4492,2020-11-13 21:19:48.712,-157815285,-480012860
4493,2020-11-13 21:20:28.089,-157815285,-480012860
4494,2020-11-13 21:42:50.273,-157827139,-479951667
4495,2020-11-13 21:54:54.990,-157827137,-479951726
4496,2020-11-18 14:27:18.202,-158153380,-481006677
4497,2020-11-29 22:27:14.190,-157886957,-479863225
4498,2020-11-29 22:27:31.000,-157872185,-479868668
4499,2020-11-29 22:27:46.000,-157873289,-479868669
4500,2020-11-29 22:28:02.000,-157873417,-479868617
4501,2020-11-29 22:28:17.000,-157873417,-479868617
4502,2020-11-29 22:28:32.000,-157873403,-479868782
4503,2020-11-29 22:28:48.000,-157873331,-479868949
4504,2020-11-29 22:29:04.000,-157873176,-479868761
4505,2020-11-29 22:29:20.000,-157873115,-479868745
4506,2020-11-29 22:29:35.000,-157872933,-479868717
4507,2020-11-29 22:29:51.000,-157873566,-479869193
4508,2020-11-29 22:30:22.000,-157873404,-479868829
4509,2020-11-29 22:30:37.000,-157873352,-479868792
4510,2020-11-29 22:30:52.000,-157873640,-479868643
4511,2020-11-29 22:31:07.000,-157873919,-479868717
4512,2020-11-29 22:31:30.378,-157873917,-479868717
4513,2020-11-29 22:31:46.000,-157874212,-479868835
4514,2020-11-29 22:32:02.000,-157873562,-479869041
4515,2020-11-29 22:32:17.000,-157873505,-479868785
4516,2020-11-29 22:32:32.000,-157873070,-479868818
4517,2020-11-29 22:32:46.965,-157873275,-479868758
4518,2020-11-29 22:35:05.012,-157870302,-479866638
4519,2020-11-29 22:37:06.062,-157868950,-479867685
4520,2020-11-29 22:39:07.136,-157869582,-479867575
4521,2020-11-29 22:41:08.098,-157868931,-479867671
4522,2020-11-29 22:43:09.248,-157869191,-479867446
4523,2020-11-29 22:45:19.037,-157869265,-479868971
4524,2020-11-29 22:47:20.169,-157869346,-479867599
4525,2020-11-29 22:49:21.257,-157869382,-479867633
4526,2020-11-29 22:51:22.548,-157869498,-479867647
4527,2020-11-29 22:52:17.477,-157886957,-479863225
4528,2020-11-29 22:56:39.681,-157887728,-479829176
4529,2020-11-29 22:58:40.705,-157869953,-479977771
4530,2020-11-29 23:00:41.729,-157925283,-480058126
4531,2020-11-29 23:02:10.531,-158114137,-480117116
4532,2020-11-29 23:04:48.627,-157815382,-480012824
4533,2020-11-29 23:06:49.732,-157815525,-480012918
4534,2020-11-29 23:07:25.689,-157815377,-480012856
4535,2020-11-29 23:07:46.876,-157805728,-480013230
4536,2020-12-10 18:43:19.018,-157827120,-479951629
4537,2020-12-10 18:45:20.046,-157827107,-479951548
4538,2020-12-10 18:47:08.804,-157827150,-479951584
4539,2020-12-10 18:47:34.476,-157827156,-479951925
4540,2020-12-10 18:49:36.130,-157827159,-479951587
4541,2020-12-10 18:51:59.929,-157827159,-479951587
4542,2020-12-10 18:53:59.983,-157827159,-479951587
4543,2020-12-10 18:56:00.053,-157827159,-479951587
4544,2020-12-10 18:58:28.872,-157827159,-479951587
4545,2020-12-10 19:00:38.125,-157827159,-479951587
4546,2020-12-10 19:02:38.164,-157827159,-479951587
4547,2020-12-10 19:04:10.243,-157827080,-479951646
4548,2020-12-10 19:06:16.184,-157827080,-479951646
4549,2020-12-10 19:08:25.458,-157827080,-479951646
4550,2020-12-10 19:10:43.130,-157827080,-479951646
4551,2020-12-10 19:12:43.147,-157827080,-479951646
4552,2020-12-10 19:14:52.590,-157827080,-479951646
4553,2020-12-10 19:16:52.666,-157827080,-479951646
4554,2020-12-10 19:19:08.900,-157827090,-479951594
4555,2020-12-10 19:21:09.793,-157827071,-479951576
4556,2020-12-10 19:23:10.828,-157827094,-479951599
4557,2020-12-10 19:25:11.766,-157825185,-479951337
4558,2020-12-10 19:27:14.062,-157827076,-479951601
4559,2020-12-10 19:29:14.275,-157827076,-479951601
4560,2020-12-10 19:31:30.183,-157827076,-479951601
4561,2020-12-10 19:33:37.165,-157827076,-479951601
4562,2020-12-10 19:35:43.162,-157827076,-479951601
4563,2020-12-10 19:37:43.547,-157827076,-479951601
4564,2020-12-10 19:39:54.901,-157827076,-479951601
4565,2020-12-10 19:42:16.179,-157827076,-479951601
4566,2020-12-10 19:44:42.131,-157827076,-479951601
4567,2020-12-10 19:46:48.162,-157827076,-479951601
4568,2020-12-10 19:49:06.126,-157827076,-479951601
4569,2020-12-10 19:53:00.819,-157827076,-479951601
4570,2020-12-10 19:54:03.969,-157827076,-479951601
4571,2020-12-10 19:55:18.006,-157827076,-479951601
4572,2020-12-10 20:00:26.390,-157827076,-479951601
4573,2020-12-10 20:02:26.439,-157827076,-479951601
4574,2020-12-10 20:06:29.171,-157827076,-479951601
4575,2020-12-10 20:10:08.544,-157816776,-479959028
4576,2020-12-10 20:20:16.090,-157814912,-480012851
4577,2020-12-10 20:21:59.265,-157814706,-480012865
4578,2020-12-10 20:22:20.403,-157814663,-480012867
4579,2020-12-10 20:24:21.501,-157814995,-480012876
4580,2020-12-10 20:26:22.520,-157814721,-480012855
4581,2020-12-10 20:28:23.482,-157815397,-480012932
4582,2020-12-10 20:30:23.957,-157815397,-480012932
4583,2020-12-10 20:32:24.239,-157815397,-480012932
4584,2020-12-10 20:34:24.266,-157815397,-480012932
4585,2020-12-10 20:36:12.892,-157814630,-480012827
4586,2020-12-10 20:38:13.039,-157814630,-480012827
4587,2020-12-10 20:40:13.112,-157814630,-480012827
4588,2020-12-10 20:41:50.900,-157814630,-480012827
4589,2020-12-10 20:42:13.151,-157814630,-480012827
4590,2020-12-10 20:42:30.256,-157814630,-480012827
4591,2020-12-10 20:43:29.013,-157814822,-480012813
4592,2020-12-10 20:49:39.620,-157814891,-480012851
4593,2020-12-10 20:55:49.466,-157814891,-480012851
4594,2020-12-10 20:57:49.510,-157814891,-480012851
4595,2020-12-10 21:07:49.973,-157814891,-480012851
4596,2020-12-10 21:09:50.030,-157814891,-480012851
4597,2020-12-10 21:15:11.199,-157814891,-480012851
4598,2020-12-10 21:16:35.143,-157814891,-480012851
4599,2020-12-10 21:17:11.220,-157814891,-480012851
4600,2020-12-10 21:23:33.619,-157814692,-480012885
4601,2020-12-10 21:29:35.541,-157814680,-480012801
4602,2020-12-10 21:36:06.395,-157814661,-480012802
4603,2020-12-10 21:36:25.248,-157814661,-480012802
4604,2020-12-10 21:39:37.966,-157814661,-480012802
4605,2020-12-10 21:41:52.447,-157814661,-480012802
4606,2020-12-10 21:43:52.468,-157814661,-480012802
4607,2020-12-10 21:45:52.484,-157814661,-480012802
4608,2020-12-10 21:48:01.949,-157814661,-480012802
4609,2020-12-10 21:50:02.132,-157814661,-480012802
4610,2020-12-10 21:52:04.863,-157814661,-480012802
4611,2020-12-10 21:54:29.150,-157814661,-480012802
4612,2020-12-10 21:56:29.193,-157814661,-480012802
4613,2020-12-10 21:58:33.458,-157814661,-480012802
4614,2020-12-10 22:00:35.218,-157814661,-480012802
4615,2020-12-10 22:02:57.196,-157814661,-480012802
4616,2020-12-10 22:04:57.237,-157814661,-480012802
4617,2020-12-10 22:06:28.917,-157814839,-480012809
4618,2020-12-10 22:13:03.239,-157815430,-480013003
4619,2020-12-10 22:20:21.341,-157815458,-480012930
4620,2020-12-10 22:23:41.412,-157814919,-480012839
4621,2020-12-10 22:26:16.891,-157814970,-480012863
4622,2020-12-10 22:27:19.545,-157814970,-480012863
4623,2020-12-10 22:32:17.314,-157814687,-480012856
4624,2020-12-10 22:34:35.422,-157814687,-480012856
4625,2020-12-10 22:36:35.460,-157814687,-480012856
4626,2020-12-10 22:38:35.483,-157814687,-480012856
4627,2020-12-10 22:40:35.500,-157814687,-480012856
4628,2020-12-10 22:42:48.178,-157814687,-480012856
4629,2020-12-10 22:44:48.225,-157814687,-480012856
4630,2020-12-10 22:46:48.251,-157814687,-480012856
4631,2020-12-10 22:48:54.135,-157814687,-480012856
4632,2020-12-10 22:52:57.354,-157804698,-479998549
4633,2020-12-10 22:54:59.191,-157801669,-479996487
4634,2020-12-10 22:56:47.670,-157801829,-479996812
4635,2020-12-10 22:57:26.797,-157804772,-479997963
4636,2020-12-10 22:59:27.795,-157804391,-479997297
4637,2020-12-10 23:12:17.183,-157803231,-479997667
4638,2020-12-10 23:16:19.785,-157805102,-479998059
4639,2020-12-10 23:29:21.322,-157806437,-479998568
4640,2020-12-10 23:34:07.400,-157805557,-479998317
4641,2020-12-11 00:00:36.194,-157805024,-479997055
4642,2020-12-11 00:02:39.517,-157801814,-479997060
4643,2020-12-11 00:04:40.561,-157804938,-479997698
4644,2020-12-11 00:06:41.191,-157804610,-479998168
4645,2020-12-11 00:08:42.250,-157805761,-479999486
4646,2020-12-11 00:10:43.189,-157805766,-479999384
4647,2020-12-11 00:12:45.096,-157805729,-479999545
4648,2020-12-11 00:14:47.532,-157805799,-479999496
4649,2020-12-11 00:16:49.751,-157805783,-479999280
4650,2020-12-11 00:18:51.220,-157805754,-479999161
4651,2020-12-11 00:20:53.048,-157805728,-479999104
4652,2020-12-11 00:24:07.014,-157805762,-479999407
4653,2020-12-11 00:49:47.486,-157855934,-480042794
4654,2020-12-11 00:51:48.504,-157884626,-479977771
4655,2020-12-11 00:53:56.984,-157855934,-480042794
4656,2020-12-11 00:55:56.995,-157916833,-480039697
4657,2020-12-11 00:58:15.819,-157814683,-480012853
4658,2020-12-11 01:00:55.316,-157815181,-480012921
4659,2020-12-11 01:01:21.470,-157814661,-480012847
4660,2020-12-11 01:01:48.272,-157814623,-480012929
4661,2020-12-11 01:02:08.559,-157814876,-480012848
4662,2020-12-11 01:04:11.519,-157814567,-480012823
4663,2020-12-11 01:06:11.663,-157814567,-480012823
4664,2020-12-11 01:08:11.688,-157814567,-480012823
4665,2020-12-11 01:10:11.707,-157814567,-480012823
4666,2020-12-11 01:12:11.720,-157814567,-480012823
4667,2020-12-11 01:14:11.739,-157814567,-480012823
4668,2020-12-11 01:15:40.185,-157815344,-480012928
4669,2020-12-11 01:17:40.269,-157815344,-480012928
4670,2020-12-11 01:19:40.294,-157815344,-480012928
4671,2020-12-11 01:25:29.317,-157815344,-480012928
4672,2020-12-11 01:27:29.362,-157815344,-480012928
4673,2020-12-11 01:29:29.394,-157815344,-480012928
4674,2020-12-11 01:31:23.496,-157815329,-480012896
4675,2020-12-11 01:33:23.657,-157815329,-480012896
4676,2020-12-11 01:35:23.691,-157815329,-480012896
4677,2020-12-11 01:35:53.994,-157815329,-480012896
4678,2020-12-11 01:37:23.739,-157815329,-480012896
4679,2020-12-11 01:39:07.633,-157815329,-480012896
4680,2020-12-11 01:40:35.638,-157815329,-480012896
4681,2020-12-11 01:42:10.780,-157815329,-480012896
4682,2020-12-11 01:43:27.286,-157815095,-480012978
4683,2020-12-11 01:44:21.279,-157815095,-480012978
4684,2020-12-11 01:56:37.804,-157814751,-480012818
4685,2020-12-11 02:02:35.027,-157814751,-480012818
4686,2020-12-11 02:04:35.042,-157814751,-480012818
4687,2020-12-11 02:06:09.973,-157815487,-480012980
4688,2020-12-11 02:08:10.133,-157815487,-480012980
4689,2020-12-11 02:10:10.153,-157815487,-480012980
4690,2020-12-11 02:11:21.193,-157815464,-480012965
4691,2020-12-11 02:13:34.174,-157815464,-480012965
4692,2020-12-11 02:15:34.200,-157815464,-480012965
4693,2020-12-11 02:17:34.240,-157815464,-480012965
4694,2020-12-11 02:19:34.270,-157815464,-480012965
4695,2020-12-11 02:21:34.302,-157815464,-480012965
4696,2020-12-11 02:23:34.315,-157815464,-480012965
4697,2020-12-11 02:24:55.209,-157815464,-480012965
4698,2020-12-11 02:25:34.336,-157815464,-480012965
4699,2020-12-11 02:48:31.820,-157815464,-480012965
4700,2020-12-11 02:50:31.841,-157815464,-480012965
4701,2020-12-11 02:52:31.863,-157815464,-480012965
4702,2020-12-11 02:54:31.883,-157815464,-480012965
4703,2020-12-11 02:56:31.902,-157815464,-480012965
4704,2020-12-11 02:58:31.924,-157815464,-480012965
4705,2020-12-11 03:00:31.965,-157815464,-480012965
4706,2020-12-11 03:02:32.008,-157815464,-480012965
4707,2020-12-11 03:04:32.059,-157815464,-480012965
4708,2020-12-11 03:06:04.164,-157815464,-480012965
4709,2020-12-11 03:06:32.095,-157815464,-480012965
4710,2020-12-11 03:15:53.413,-157815464,-480012965
4711,2020-12-11 03:17:00.329,-157815464,-480012965
4712,2020-12-11 03:17:53.427,-157815464,-480012965
4713,2020-12-11 03:18:21.304,-157815464,-480012965
4714,2020-12-11 03:19:53.443,-157815464,-480012965
4715,2020-12-11 03:20:11.508,-157815464,-480012965
4716,2020-12-11 03:29:34.717,-157815464,-480012965
4717,2020-12-11 03:55:53.479,-157815464,-480012965
4718,2020-12-11 04:07:04.577,-157815464,-480012965
4719,2020-12-11 04:08:38.840,-157815464,-480012965
4720,2020-12-11 04:09:04.604,-157815464,-480012965
4721,2020-12-11 04:52:37.773,-157815464,-480012965
4722,2020-12-11 05:30:12.118,-157815464,-480012965
4723,2020-12-11 06:08:47.231,-157815464,-480012965
4724,2020-12-11 06:46:50.190,-157815464,-480012965
4725,2020-12-11 07:23:00.838,-157815464,-480012965
4726,2020-12-11 08:00:36.358,-157815464,-480012965
4727,2020-12-11 08:38:00.189,-157815464,-480012965
4728,2020-12-11 08:53:43.484,-157815464,-480012965
4729,2020-12-11 08:57:38.706,-157815464,-480012965
4730,2020-12-11 09:02:14.929,-157815464,-480012965
4731,2020-12-11 09:04:32.804,-157815464,-480012965
4732,2020-12-11 09:05:42.728,-157815464,-480012965
4733,2020-12-11 09:08:00.030,-157815464,-480012965
4734,2020-12-11 09:44:33.218,-157815464,-480012965
4735,2020-12-11 10:15:48.974,-157814867,-480012857
4736,2020-12-11 10:53:00.871,-157814867,-480012857
4737,2020-12-11 11:04:12.470,-157814867,-480012857
4738,2020-12-11 11:06:12.503,-157814867,-480012857
4739,2020-12-11 11:08:20.303,-157814867,-480012857
4740,2020-12-11 11:09:57.879,-157814814,-480012809
4741,2020-12-11 11:12:04.952,-157814814,-480012809
4742,2020-12-11 11:14:27.811,-157814814,-480012809
4743,2020-12-11 11:23:11.402,-157815238,-480012903
4744,2020-12-11 11:35:24.721,-157815524,-480012921
4745,2020-12-11 11:40:53.551,-157815487,-480012928
4746,2020-12-11 12:08:53.583,-157815586,-480012919
4747,2020-12-11 12:12:08.088,-157815586,-480012919
4748,2020-12-11 12:12:28.680,-157815586,-480012919
4749,2020-12-11 12:13:14.430,-157815586,-480012919
4750,2020-12-11 12:14:08.100,-157815586,-480012919
4751,2020-12-11 12:20:06.383,-157815586,-480012919
4752,2020-12-11 12:20:24.884,-157815586,-480012919
4753,2020-12-11 12:22:06.397,-157815586,-480012919
4754,2020-12-11 12:25:22.355,-157815586,-480012919
4755,2020-12-11 12:29:19.186,-157815586,-480012919
4756,2020-12-11 12:31:03.200,-157814847,-480012855
4757,2020-12-11 12:37:29.465,-157814847,-480012855
4758,2020-12-11 12:37:51.329,-157814847,-480012855
4759,2020-12-11 12:39:29.501,-157814847,-480012855
4760,2020-12-11 12:54:04.759,-157814847,-480012855
4761,2020-12-11 12:54:21.527,-157814847,-480012855
4762,2020-12-11 12:56:04.784,-157814847,-480012855
4763,2020-12-11 12:58:04.825,-157814847,-480012855
4764,2020-12-11 13:00:08.069,-157814847,-480012855
4765,2020-12-11 13:02:41.243,-157814847,-480012855
4766,2020-12-11 13:04:41.917,-157814847,-480012855
4767,2020-12-11 13:04:58.120,-157814847,-480012855
4768,2020-12-11 13:11:28.852,-157814745,-480012859
4769,2020-12-11 13:11:50.048,-157814745,-480012859
4770,2020-12-11 13:13:27.028,-157814745,-480012859
4771,2020-12-11 13:13:49.702,-157814745,-480012859
4772,2020-12-11 13:15:58.439,-157814745,-480012859
4773,2020-12-11 13:18:42.126,-157814745,-480012859
4774,2020-12-11 13:21:19.372,-157814745,-480012859
4775,2020-12-11 13:23:29.134,-157814745,-480012859
4776,2020-12-11 13:25:34.893,-157814745,-480012859
4777,2020-12-11 13:28:01.159,-157814745,-480012859
4778,2020-12-11 13:30:10.124,-157814745,-480012859
4779,2020-12-11 13:32:57.123,-157814745,-480012859
4780,2020-12-11 13:38:34.072,-157814745,-480012859
4781,2020-12-11 13:40:44.326,-157814745,-480012859
4782,2020-12-11 13:42:48.140,-157814745,-480012859
4783,2020-12-11 13:44:48.158,-157814745,-480012859
4784,2020-12-11 13:47:46.240,-157814745,-480012859
4785,2020-12-11 13:49:46.286,-157814745,-480012859
4786,2020-12-11 13:50:14.205,-157814745,-480012859
4787,2020-12-11 13:54:10.760,-157814705,-480012843
4788,2020-12-11 14:00:11.403,-157814705,-480012843
4789,2020-12-11 14:03:00.846,-157814705,-480012843
4790,2020-12-11 14:11:56.898,-157814705,-480012843
4791,2020-12-11 14:13:56.925,-157814705,-480012843
4792,2020-12-11 14:15:56.948,-157814705,-480012843
4793,2020-12-11 14:17:56.966,-157814705,-480012843
4794,2020-12-11 14:19:57.009,-157814705,-480012843
4795,2020-12-11 14:21:57.037,-157814705,-480012843
4796,2020-12-11 14:23:57.055,-157814705,-480012843
4797,2020-12-11 14:25:57.104,-157814705,-480012843
4798,2020-12-11 14:27:57.117,-157814705,-480012843
4799,2020-12-11 14:28:20.006,-157815317,-480012895
4800,2020-12-11 14:30:38.906,-157815317,-480012895
4801,2020-12-11 14:32:38.950,-157815317,-480012895
4802,2020-12-11 14:34:38.992,-157815317,-480012895
4803,2020-12-11 14:36:39.073,-157815317,-480012895
4804,2020-12-11 14:38:39.135,-157815317,-480012895
4805,2020-12-11 14:40:39.194,-157815317,-480012895
4806,2020-12-11 14:42:39.226,-157815317,-480012895
4807,2020-12-11 14:44:39.269,-157815317,-480012895
4808,2020-12-11 14:47:17.123,-157815317,-480012895
4809,2020-12-11 14:49:17.149,-157815317,-480012895
4810,2020-12-11 14:50:18.354,-157815317,-480012895
4811,2020-12-11 14:51:17.189,-157815317,-480012895
4812,2020-12-11 14:52:27.606,-157815317,-480012895
4813,2020-12-11 14:53:46.957,-157815317,-480012895
4814,2020-12-11 15:01:50.017,-157815317,-480012895
4815,2020-12-11 15:04:05.700,-157815317,-480012895
4816,2020-12-11 15:06:05.719,-157815317,-480012895
4817,2020-12-11 15:08:08.120,-157815317,-480012895
4818,2020-12-11 15:10:08.141,-157815317,-480012895
4819,2020-12-11 15:12:08.158,-157815317,-480012895
4820,2020-12-11 15:14:08.186,-157815317,-480012895
4821,2020-12-11 15:16:08.223,-157815317,-480012895
4822,2020-12-11 15:18:08.313,-157815317,-480012895
4823,2020-12-11 15:20:08.362,-157815317,-480012895
4824,2020-12-11 15:22:08.444,-157815317,-480012895
4825,2020-12-11 15:24:08.509,-157815317,-480012895
4826,2020-12-11 15:26:08.532,-157815317,-480012895
4827,2020-12-11 15:28:08.552,-157815317,-480012895
4828,2020-12-11 15:31:03.908,-157815317,-480012895
4829,2020-12-11 15:33:05.529,-157815317,-480012895
4830,2020-12-11 15:35:17.183,-157815317,-480012895
4831,2020-12-11 15:37:25.230,-157815317,-480012895
4832,2020-12-11 15:39:25.270,-157815317,-480012895
4833,2020-12-11 15:41:47.596,-157814714,-480012846
4834,2020-12-11 15:43:57.314,-157814714,-480012846
4835,2020-12-11 15:46:03.714,-157814714,-480012846
4836,2020-12-11 15:48:04.438,-157814714,-480012846
4837,2020-12-11 15:50:05.055,-157814714,-480012846
4838,2020-12-11 15:52:05.084,-157814714,-480012846
4839,2020-12-11 15:54:05.115,-157814714,-480012846
4840,2020-12-11 15:56:11.709,-157814714,-480012846
4841,2020-12-11 15:58:11.729,-157814714,-480012846
4842,2020-12-11 16:00:40.311,-157815257,-480013043
4843,2020-12-11 16:02:54.603,-157815299,-480012919
4844,2020-12-11 16:04:57.262,-157809020,-480008377
4845,2020-12-11 16:06:59.774,-157809051,-479992722
4846,2020-12-11 16:09:01.799,-157808007,-479986593
4847,2020-12-11 16:11:03.224,-157806811,-479977879
4848,2020-12-11 16:13:09.368,-157808077,-479976105
